title,Series Title,Runtime,Genre,Rating,Cast,Synopsis
Aurora Teagarden Mysteries,(2015– ),90 min,"Crime, Mystery",7.4,"Candace Cameron Bure, Marilu Henner, Ellie Harvie, Peter Benson","Aurora/Ro, a librarian and amateur sleuth, investigates and solves murders with help from her friends in Real Murders Club."
The Newsroom,(2012–2014),55 min,Drama,8.6,"Jeff Daniels, Emily Mortimer, John Gallagher Jr., Alison Pill","A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor."
Sherwood,(II) (2022– ),59 min,"Crime, Drama, Mystery",7.4,"David Morrissey, Adam Hugill, Terence Maynard, Robert Glenister",Two shocking and unexpected murders shatter an already fractured community leading to one of the largest manhunts in British history.
The Terror,(2018–2019),60 min,"Adventure, Drama, Horror",7.9,"Jared Harris, Derek Mio, Tobias Menzies, Kiki Sukezane","Supernatural, semihistorical, horror anthology series, where each season is inspired by a different infamous or mysterious real life historical tragedy."
Modern Love,(2019–2021),32 min,"Comedy, Romance",7.9,"Anne Hathaway, Tina Fey, Andy Garcia, Dev Patel","TV series based on the New York Times column that explores relationships, love, and the human connection."
Dangerous Liaisons,(2022–2023),58 min,"Drama, History",5.7,"Alice Englert, Nicholas Denton, Kosar Ali, Nathanael Saleh",A pair of scheming ex-lovers attempt to exploit others by using the power of seduction. TV adaptation of Pierre Choderlos de Laclos' classic 18th Century novel 'Les Liaisons Dangereuses'.
The Affair,(2014–2019),60 min,Drama,7.9,"Dominic West, Ruth Wilson, Maura Tierney, Julia Goldani Telles",A struggling novelist and a young waitress strike up an extramarital relationship that promises to forever change the course of their lives.
The Equalizer,(2021– ),43 min,"Action, Crime, Drama",5.3,"Queen Latifah, Tory Kittles, Adam Goldberg, Liza Lapira",An enigmatic figure who uses her extensive skills to help those with nowhere else to turn.
Star Trek: Prodigy,(2021– ),24 min,"Animation, Action, Adventure",7.3,"Rylee Alazraqui, Dee Bradley Baker, Brett Gray, Angus Imrie",A group of enslaved teenagers steal a derelict Starfleet vessel to escape and explore the galaxy.
Lewis,(2006–2015),90 min,"Crime, Drama, Mystery",8.1,"Kevin Whately, Laurence Fox, Clare Holman, Rebecca Front",Inspector Robert Lewis and Sergeant James Hathaway solve the tough cases that the learned inhabitants of Oxford throw at them.
Babylon 5,(1993–1998),45 min,"Action, Adventure, Drama",8.4,"Mira Furlan, Richard Biggs, Stephen Furst, Andreas Katsulas","In the mid 23rd century, the Earth Alliance space station Babylon 5, located in neutral territory, is a major focal point for political intrigue, racial tensions and various wars over the course of five years."
Bull,(2016–2022),60 min,"Comedy, Crime, Drama",7,"Michael Weatherly, Geneva Carr, Jaime Lee Kirchner, Chris Jackson","Brilliant, brash, and charming, Dr. Bull is the ultimate puppet master as he combines psychology, human intuition, and high-tech data to learn what makes jurors, attorneys, witnesses, and the accused tick."
Paradise PD,(2018–2022),28 min,"Animation, Action, Comedy",6.8,"David Herman, Tom Kenny, Kyle Kinane, Cedric Yarbrough","Animated series about bad cops. Not bad as in corrupt, bad as in under-performing. They aren't first responders, they are the worst responders."
Below Deck,(2013– ),43 min,Reality-TV,7.5,"Lee Rosbach, Kate Chastain, Eddie Lucas, Ben Robinson",Follows the crew of a multi million dollar charter boat in the Caribbean.
Atypical,(2017–2021),30 min,"Comedy, Drama",8.3,"Jennifer Jason Leigh, Keir Gilchrist, Brigette Lundy-Paine, Michael Rapaport","Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, which sets Sam's mom on her own life-changing path as her son seeks more independence."
Godfather of Harlem,(2019– ),55 min,"Crime, Drama",8.1,"Forest Whitaker, Ilfenesh Hadera, Lucy Fry, Antoinette Crowe-Legacy","A gangster named Bumpy Johnson makes his way in Harlem during the 1960s. A TV prequel to the 2007 film, 'American Gangster', which centered on the criminal enterprise of Frank Lucas."
Scorpion,(2014–2018),43 min,"Action, Crime, Drama",7,"Elyes Gabel, Katharine McPhee, Eddie Kaye Thomas, Jadyn Wong",An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.
Dynasty,(2017–2022),42 min,Drama,7.3,"Elizabeth Gillies, Rafael de la Fuente, Robert Christopher Riley, Sam Adegoke",Follows two of America's wealthiest families as they feud for control over their fortune and their children.
Gibi,(2021– ),30 min,Comedy,9,"Feyyaz Yigit, Kivanç Kilinç, Ahmet Kürsat Öçalan, Ezgi Ay",Yilmaz and Ilkkan are two friends who are constantly fighting each other. Their greatest feature is always being able to do something that will turn their ordinary lives upside down.
CSI: NY,(2004–2013),43 min,"Action, Crime, Drama",6.9,"Gary Sinise, Carmine Giovinazzo, Hill Harper, Eddie Cahill",Forensic scientists and investigators of the New York City Police Department unveil the circumstances behind mysterious and unusual deaths.
Lost in Space,(2018–2021),60 min,"Adventure, Drama, Family",7.3,"Molly Parker, Toby Stephens, Maxwell Jenkins, Taylor Russell","After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers."
Poketto monsutâ,(1997– ),24 min,"Animation, Action, Adventure",7.5,"Veronica Taylor, Rachael Lillis, Eric Stuart, Ikue Ôtani","Ash Ketchum, his yellow pet Pikachu, and his human friends explore a world of powerful creatures. On Hulu Japan in the Japanese broadcast version. New card set 'Pokémon: Silver Tempest' available now."
The Resort,(2022– ),35 min,"Comedy, Mystery, Thriller",7.3,"Cristin Milioti, William Jackson Harper, Luis Gerardo Méndez, Skyler Gisondo","Exploring love and the weird things we do in the name of it, encased in an elaborate true-crime conspiracy."
Around the World in 80 Days,(2021– ),60 min,"Adventure, Comedy, History",7.2,"David Tennant, Ibrahim Koma, Leonie Benesch, Jason Watkins",Gentleman adventurer Phileas Fogg sets out on a quest to travel around the world and back home in a period of 80 days.
Ally McBeal,(1997–2002),45 min,"Comedy, Drama, Fantasy",6.9,"Calista Flockhart, Greg Germann, Jane Krakowski, Vonda Shepard",Follows the personal and professional life of lawyer Ally.
Winning Time: The Rise of the Lakers Dynasty,(2022– ),59 min,"Biography, Drama, Sport",8.3,"John C. Reilly, Quincy Isaiah, Jason Clarke, Gaby Hoffmann","The professional and personal lives of the 1980s Los Angeles Lakers, one of sports' most revered and dominant dynasties - a team that defined an era, both on and off the court."
Degrassi: The Next Generation,(2001–2015),30 min,"Drama, Romance",7.6,"Stefan Brogren, Aislinn Paul, Melinda Shankar, A.J. Saudin",The lives of the kids at Degrassi Community School dealing with the serious and sometimes taboo issues that plague teenagers.
Dallas,(1978–1991),60 min,"Drama, Romance",7.1,"Larry Hagman, Ken Kercheval, Patrick Duffy, Linda Gray","J.R. Ewing, a Texas oil baron, uses manipulation and blackmail to achieve his ambitions, both business and personal. He often comes into conflict with his brother Bobby, his arch-enemy Cliff Barnes and his long-suffering wife Sue Ellen."
Shining Girls,(2022– ),54 min,"Crime, Drama, Mystery",7.4,"Elisabeth Moss, Wagner Moura, Phillipa Soo, Chris Chalk","Years after a brutal attack left her in a constantly shifting reality, Kirby Mazrachi learns that a recent murder is linked to her assault. She teams with a veteran reporter to understand her ever-changing present and confront her past."
"Yellowstone Spinoff, 6666",,****,"Drama, Western",****,,"Founded when Comanches still ruled West Texas, no ranch in America is more steeped in the history of the West than the 6666. Still operating as it did two centuries before, and encompassing...                See full summary »"
Riget,(1994–2022),561 min,"Comedy, Drama, Fantasy",8.3,"Ernst-Hugo Järegård, Kirsten Rolffes, Ghita Nørby, Søren Pilmark","Doctors at an ultramodern hospital in Denmark become convinced, by way of weird, inexplicable happenings, that the place is haunted."
RuPaul's Drag Race,(2009– ),63 min,"Game-Show, Reality-TV",8.5,"RuPaul, Michelle Visage, Jason Carter, Ross Mathews",RuPaul searches for America's next drag superstar.
And Just Like That...,(2021– ),40 min,"Comedy, Drama, Romance",5.7,"Sarah Jessica Parker, Cynthia Nixon, Kristin Davis, Sara Ramirez","The series follows Carrie, Miranda, and Charlotte as they navigate the journey from the complicated reality of life and friendship in their 30s to the even more complicated reality of life and friendship in their 50s."
The Legend of Korra,(2012–2014),23 min,"Animation, Action, Adventure",8.4,"Janet Varney, P.J. Byrne, David Faustino, J.K. Simmons",Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.
The Bold Type,(2017–2021),45 min,"Comedy, Drama",7.8,"Katie Stevens, Aisha Dee, Meghann Fahy, Melora Hardin",A glimpse into the outrageous lives and loves of those responsible for a global women's magazine.
Shameless,(2004–2013),90 min,"Comedy, Crime, Drama",8,"David Threlfall, Rebecca Atkinson, Alice Barry, Nicky Evans",The lives and relationships of a group of siblings and their estranged father Frank Gallagher on a rough Manchester estate.
Kenpuu Denki Berserk,(1997–1998),23 min,"Animation, Action, Adventure",8.7,"Marc Diraison, Nobutoshi Canna, Carrie Keranen, Kevin T. Collins","Guts is a skilled swordsman who joins forces with a mercenary group named 'The Band of the Hawk', lead by the charismatic Griffith, and fights with them as they battle their way into the royal court."
The A-Team,(1983–1987),60 min,"Action, Adventure, Crime",7.5,"George Peppard, Mr. T, Dwight Schultz, Dirk Benedict","Four Vietnam vets, framed for a crime they didn't commit, help the innocent while on the run from the military."
Revenge,(2011–2015),44 min,"Drama, Mystery, Thriller",7.8,"Madeleine Stowe, Emily VanCamp, Gabriel Mann, Nick Wechsler",An emotionally troubled young woman sets out to exact revenge against the people who wronged her father.
The Afterparty,(2022– ),35 min,"Comedy, Crime, Mystery",7.2,"Ken Jeong, Tiffany Haddish, Sam Richardson, Zoe Chao","When a high school reunion's afterparty ends in a death, everyone is a suspect. A detective grills the former classmates one by one, uncovering potential motives as each tells their version of the story - culminating in the shocking truth."
Romulus,(2020– ),****,"Drama, Fantasy, History",7,"Andrea Arcangeli, Marianna Fontana, Francesco Di Napoli, Demetra Avincola","The story of Romulus and his twin brother Remus, in eighth century B.C. as seen through the eyes of three people marked by death, loneliness and violence."
Vadhandhi: The Fable of Velonie,(2022– ),50 min,"Crime, Drama, Mystery",8.3,"S.J. Suryah, Sanjana, Laila, Nassar","The murder of a beautiful young girl, seen from the Rashomon-esque perspectives of an unrelenting obsessed cop, a novelist captivated by her grace and an opportunistic news editor."
Madre Solo hay Dos,(2021–2022),****,"Comedy, Drama",7.3,"Jade Ramirez, Liz Gallardo, Javier Ponce, Ludwika Paleta","After finding out their babies were switched at birth, two women develop a plan to adjust to their new lives creating a single and very peculiar family."
Warrior,(2019– ),60 min,"Action, Crime, Drama",8.4,"Andrew Koji, Olivia Cheng, Jason Tobin, Kieran Bew","During the Tong Wars in the late 1800s, Ah Sahm, a martial arts prodigy from China, immigrates to San Francisco and becomes a hatchet man for the most powerful tong in Chinatown."
The Waltons,(1972–1981),60 min,"Drama, Family, Romance",7.6,"Jon Walmsley, Mary Beth McDonough, Eric Scott, Kami Cotler",The life and trials of a 1930s and 1940s Virginia mountain family through financial depression and World War II.
Invasion,(2021– ),60 min,"Drama, Fantasy, Sci-Fi",6,"Golshifteh Farahani, Shamier Anderson, Shioli Kutsuna, Firas Nassar",Earth is visited by an alien species that threatens humanity's existence. Events unfold in real time through the eyes of five ordinary people across the globe as they struggle to make sense of the chaos unraveling around them.
This Is Going to Hurt,-2022,45 min,"Comedy, Drama",8.4,"Ben Whishaw, Ambika Mod, Rory Fleck Byrne, Michele Austin","Set on Labor Ward with all its hilarity and heart-lifting highs but also its gut-wrenching lows, the show delivers a brutally honest depiction of life as a junior doctor on the wards, and the toll the job can take back home."
Penny Dreadful,(2014–2016),60 min,"Drama, Fantasy, Horror",8.2,"Josh Hartnett, Timothy Dalton, Eva Green, Reeve Carney","Explorer Sir Malcolm Murray, American gunslinger Ethan Chandler, scientist Victor Frankenstein and medium Vanessa Ives unite to combat supernatural threats in Victorian London."
